Census Tract,Population,Housing Units in Tract,"LI, LA - 1 mile radius","LI, LA - 0.5 mile radius",Low Income Tracts,Poverty Rate (%),Median Family Income,LA - 1 mile radius,LA - 0.5 mile radius,"LA,LI - 0.5 mile radius","LA - Kids population, 0.5 mile radius","LA - Senior population, 0.5 mile radius","LA - Kids population, 1 mile radius","LA - Senior population, 1 mile radius","LA - Housing Units w/ Snap Benefits, 0.5 mile radius","LA - Housing Units w/ Snap Benefits, 1 mile radius",Total Count of Housing w/ Snap Benefits,Snap Percentage
42101021500,3857,1765,0,0,0,11.11940299,81154.0,0,1,518.8413047,192.0659185,164.1544871,,,47.65577039,,78,4
42101021600,1826,896,0,0,0,10.90989399,100724.0,0,0,54.30254907,20.15810584,14.86912038,0.0,0.0,5.600342588,0.0,49,5
42101021700,5772,2449,0,0,0,4.172876304,103654.0,0,1,425.2881613,254.6741673,233.1621429,,,50.85431128,,205,8
42101021800,4259,2173,0,1,1,15.15556404,53571.0,0,1,692.2965733,317.6195672,262.6796335,,,128.5351924,,218,10
42101021900,1432,689,0,0,0,4.261168385,94327.0,0,1,84.78558685,82.50651926,94.89295245,0.008635069,0.003838301,10.274964,0.00134812,23,3
42101022000,1681,718,0,0,0,1.07599193,138542.0,0,0,22.75188094,56.17820542,37.36650448,18.81584241,10.11993124,3.14829205,1.144459751,17,2
42101023100,1262,526,0,0,0,1.191362621,139750.0,0,1,5.331045401,133.8652842,53.81698522,,,3.031381791,,10,1
42101023500,1161,540,0,0,0,5.675877521,104773.0,0,1,156.4936565,126.3047719,115.8699112,,,3.727251318,,6,1
42101023600,2619,1095,0,0,0,5.909943715,123750.0,0,0,27.27315056,42.11570567,16.34337062,,,6.05111197,,80,7
42101023700,4566,2162,0,0,0,6.094403505,131719.0,0,1,122.9587059,271.0059105,87.73868175,,,74.69188432,,450,20
42101023800,4391,2077,0,0,0,11.52007648,103026.0,0,0,0.951609313,0.917050958,0.36299932,,,0.153460056,,190,9
42101023900,1777,1143,0,0,1,22.43767313,,0,0,1.379873753,0.0,1.779667139,,,0.410042107,,192,16
42101024000,3822,1851,0,0,0,19.85168283,73819.0,0,0,67.27288961,26.33502531,10.34016259,,,6.953337908,,275,14
42101024100,1433,733,0,0,1,46.63341646,39750.0,0,0,,,,,,,,324,44
42101024200,4236,1710,0,1,1,26.53834937,54760.0,0,1,1069.884498,647.9103725,178.8335757,,,250.9818998,,550,32
42101024300,3913,1723,0,1,1,30.65031983,44844.0,0,1,1789.261961,924.9990069,327.2246034,,,517.1635551,,461,26
42101024400,3129,1151,0,1,1,31.31191834,47674.0,0,1,1860.694902,883.9999886,296.9999941,,,507.2391478,,457,39
42101024500,4035,1531,0,1,1,52.85285285,22102.0,0,1,2378.87128,1145.198949,388.0589822,,,672.0258535,,757,49
42101024600,2956,1151,0,0,1,43.14136126,27973.0,0,0,252.340353,74.48303246,35.16384661,,,67.74153543,,617,53
42101024700,4423,1603,0,1,1,33.68345667,45872.0,0,1,396.3393124,269.7530976,124.2740632,,,131.8988337,,625,38
42101024800,1889,700,0,0,1,20.56737589,52556.0,0,0,,,,,,,,220,31
42101024900,3311,1194,0,1,1,39.93250844,31289.0,0,1,1104.67189,582.5486411,223.7829162,,,282.947088,,493,41
42101025200,7118,2783,0,0,1,29.49093037,45341.0,0,0,171.4625653,21.69063404,171.9553555,,,15.63310376,,872,31
42101025300,4002,1648,0,0,1,20.31618688,46282.0,0,0,56.00628114,49.0464201,22.3478601,,,20.52275765,,508,30
42101025400,3920,1816,0,0,1,11.33138564,70982.0,0,0,23.83961353,40.3014139,18.8247934,,,8.335527243,,267,14
42101025500,2571,1079,0,0,0,7.016300496,89568.0,0,1,141.528638,120.6227744,113.4711383,,,32.51945869,,145,13
42101025600,2742,1149,0,0,0,3.1544449,131875.0,0,1,73.50262526,217.9098839,223.6194594,,,61.00179121,,150,13
42101025700,3463,1885,0,0,0,8.426680244,84625.0,0,0,,,,,,,,13,0
42101025800,1681,761,0,0,0,15.01706485,72292.0,0,1,392.6871136,279.8808982,356.4152363,,,65.62295745,,68,8
42101025900,4755,2060,0,1,1,13.33489024,64583.0,0,1,521.2935443,337.36526,201.31505,,,83.13998935,,296,14
42101026000,2788,1197,0,1,1,11.15796302,51458.0,0,1,530.2940637,312.9355404,227.0241974,,,106.5388427,,220,18
42101026100,2995,1398,0,1,1,17.40486588,56250.0,0,1,1036.910016,497.12806,662.1995501,,,236.7231969,,241,17
42101026200,4065,1758,0,1,1,10.15463918,66250.0,0,1,931.8155252,601.1852113,535.4085713,,,131.9093237,,189,10
42101026301,3840,1555,0,0,1,17.92124297,49643.0,0,0,73.98741865,47.24999231,30.42733103,,,24.53815515,,358,23
42101026302,5480,2082,0,1,1,10.72188891,46969.0,0,1,1127.11722,538.3648637,325.6576699,,,178.382617,,376,18
42101026400,5241,2143,0,1,1,7.295825771,63320.0,0,1,493.297591,413.0429619,360.9938075,,,126.7406702,,318,14
42101026500,4340,1687,0,1,1,18.26738379,49904.0,0,1,2011.866124,1089.000017,625.0000087,,,514.1135153,,494,29
42101026600,6667,2492,0,1,1,22.90536468,53073.0,0,1,2138.538213,1269.83861,828.2289656,,,480.0212589,,525,21
42101026700,6565,2549,0,1,1,27.42762364,41472.0,0,1,2057.777128,1262.819418,830.317156,,,676.5377761,,859,33
42101026800,4647,1873,0,1,1,25.28374789,51823.0,0,1,496.1738668,295.1059805,118.9085563,,,135.7140349,,497,26
42101026900,2199,688,0,1,1,21.45061728,92813.0,0,1,506.6796712,323.604059,378.5775946,,,136.9090012,,192,27
42101027000,2326,922,0,0,0,14.12325752,95156.0,0,1,161.1765093,167.0210713,57.51696253,,,42.87575428,,168,18
42101027100,2453,895,0,0,1,12.75911365,49840.0,0,0,151.4675006,84.20562723,32.78890269,,,28.7753142,,182,20
42101027200,4278,1803,0,0,1,15.95464669,57000.0,0,0,,,,,,,,447,24
42101027300,6069,2052,0,0,1,18.74588545,52875.0,0,0,,,,,,,,798,38
42101027401,3457,1140,0,0,1,16.72738312,42906.0,0,0,0.969701767,0.50943695,0.12174423,,,0.192115933,,291,25
42101027402,6800,2246,0,0,1,25.48550521,48958.0,0,0,,,,,,,,750,33
42101027500,4489,1559,0,1,1,21.88899708,56587.0,0,1,515.4018641,276.099453,74.73345494,,,78.13875139,,380,24
42101027600,3600,1520,0,0,1,18.75169607,32262.0,0,0,,,,,,,,502,33
42101027700,4788,2078,0,1,1,32.70033389,51806.0,0,1,969.5962583,584.266481,291.1038624,,,337.365844,,837,40
42101027800,4481,1931,0,0,1,27.62985596,51635.0,0,0,,,,,,,,600,31
42101027901,3827,1430,0,0,1,22.02166065,54539.0,0,0,,,,,,,,366,25
42101027902,3873,895,0,0,1,40.98290598,37283.0,0,0,102.7023245,22.29477417,23.45644347,,,19.55024911,,364,40
42101028000,4272,1604,0,1,1,33.75296912,38596.0,0,1,1148.472998,438.6833162,192.0541501,,,215.4784944,,507,31
42101028100,3589,1316,0,1,1,26.58597663,37987.0,0,1,916.6846189,455.5912592,188.2107475,,,214.892879,,494,37
42101028200,4899,1939,0,0,1,26.19096721,41108.0,0,0,17.74792369,11.3314959,2.876154847,,,3.494994121,,623,32
42101028300,6173,2190,0,1,1,34.5790045,35922.0,0,1,1716.209436,856.1956787,251.9357633,,,522.4815392,,1125,51
42101028400,4085,1283,0,0,1,33.32520127,40234.0,0,0,317.5533872,151.3994329,40.2225281,,,67.46673632,,530,41
42101028500,2375,806,0,0,1,35.39574126,35234.0,0,0,22.19569397,10.48102283,2.717302322,,,3.849708557,,354,43
42101028600,7124,2182,0,0,1,32.52667969,33925.0,0,0,,,,,,,,949,43
42101028700,2507,791,0,0,1,37.75874375,28922.0,0,0,,,,,,,,362,45
42101028800,4245,1309,0,0,1,43.78606303,31696.0,0,0,,,,,,,,638,48
42101028901,3857,1166,0,0,1,30.48914236,45323.0,0,0,227.0951679,150.4147673,26.49326694,,,55.3034988,,476,40
42101028902,6315,1843,0,1,1,38.3387947,32647.0,0,1,492.7039261,269.2331579,39.91300114,,,105.4983773,,814,44
42101029000,6160,2003,0,0,1,39.20049969,38173.0,0,0,,,,,,,,945,47
42101029100,4685,1526,0,0,1,39.67908082,30549.0,0,0,,,,,,,,598,39
42101029200,4080,1313,0,0,1,11.46374303,53723.0,0,0,85.47550392,55.8438406,11.60211611,,,17.2896297,,459,34
42101029300,2891,997,0,0,1,53.54706685,31484.0,0,0,204.662118,89.93731117,18.96190156,,,58.31136525,,493,49
42101029400,3141,1071,0,1,1,49.8277233,20972.0,0,1,1235.293022,435.6012357,130.0818944,,,219.9799589,,485,45
42101029800,4715,1772,0,0,1,36.46779075,31757.0,0,0,0.804213464,0.4037323,0.035415113,,,0.147992417,,751,42
42101029900,4700,1544,0,1,1,45.33463605,24974.0,0,1,724.0697473,429.566846,53.15066961,,,169.8629751,,713,46
42101030000,7478,2616,0,1,1,39.1695398,31250.0,0,1,4216.842663,1961.357148,525.9000555,,,1184.760376,,1228,46
42101030100,5869,2153,0,1,1,42.44969379,31763.0,0,1,1822.500683,728.6572222,102.3291809,,,482.1674681,,1087,50
42101030200,7345,2491,0,1,1,19.92955346,70898.0,0,1,1171.304633,545.0886037,113.5611919,,,140.3031524,,559,22
42101030501,5231,1772,0,0,1,27.43332179,40517.0,0,0,183.8049746,57.22850513,16.42632198,,,35.72900617,,744,41
42101030502,5839,1954,0,1,1,32.13221734,46537.0,0,1,1391.526335,884.2945898,196.3846481,,,232.9450696,,494,25
42101030600,7115,2686,0,1,1,8.213096559,68182.0,0,1,681.4964346,622.2825658,215.9834126,,,226.6056602,,681,25
42101030700,3235,1333,0,0,1,25.44853636,56440.0,0,0,,,,,,,,371,27
42101030800,4874,1717,0,0,1,9.72972973,59850.0,0,0,,,,,,,,248,14
42101030900,3991,1345,0,0,1,20.86380256,44510.0,0,0,,,,,,,,320,23
42101031000,6755,2174,0,0,1,16.61155932,43955.0,0,0,,,,,,,,507,23
42101031101,4898,1574,0,0,1,28.56338028,42222.0,0,0,,,,,,,,624,39
42101031102,4465,1419,0,0,1,13.85097337,44649.0,0,0,,,,,,,,487,34
42101031200,4673,1592,0,0,1,26.2254025,35775.0,0,0,,,,,,,,580,36
42101031300,6945,2268,0,0,1,28.84044886,42204.0,0,0,,,,,,,,828,36
42101031401,6664,2118,0,0,1,29.68684174,36938.0,0,0,,,,,,,,692,32
42101031402,5595,1834,0,0,1,25.39148005,40750.0,0,0,,,,,,,,483,26
42101031501,6217,2294,0,1,1,11.89948263,59388.0,0,1,344.0786839,164.0902228,93.12827161,,,70.28438504,,465,20
42101031502,4018,1538,0,0,1,25.0,43729.0,0,0,,,,,,,,290,18
42101031600,6045,2170,0,0,1,20.1393497,48563.0,0,0,121.7693648,114.5518289,22.96375662,,,21.79253334,,427,19
42101031700,6093,2240,0,1,1,12.53362023,58323.0,0,1,1050.866218,780.6465536,315.9272644,,,263.019561,,561,25
42101031800,4017,1438,0,0,1,29.09564394,45647.0,0,0,29.94246712,13.54673907,5.444341234,,,5.271475333,,455,31
42101031900,4971,1716,0,1,1,20.48080507,50385.0,0,1,1533.338718,1245.585488,309.1061794,,,424.3906772,,562,32
42101032000,6599,2490,0,1,1,14.23120407,54784.0,0,1,585.6697277,372.603245,147.4722522,,,137.3465434,,665,26
42101032100,3903,1447,0,1,1,29.59453504,43856.0,0,1,761.0835457,369.9684721,136.4698257,,,190.6005051,,586,40
42101032300,3835,1451,0,1,1,15.98599767,46250.0,0,1,1604.134655,991.3955102,291.3359758,,,379.5188984,,401,27
42101032500,5766,2216,0,0,1,28.46323761,61628.0,0,0,263.4385003,102.1597015,28.63063896,,,32.04442629,,508,22
42101032600,6942,2534,0,0,1,21.01704084,54931.0,0,0,86.53364348,45.84322399,8.439333081,,,8.535415351,,468,18
42101032900,4089,1725,0,1,1,23.36769759,46182.0,0,1,891.3140278,396.9675833,274.4013089,,,213.6260872,,404,23
42101033000,7645,2708,0,0,1,32.90800051,43639.0,0,0,53.80547006,20.40146449,3.746576811,,,10.03179477,,777,28
42101033101,4913,1870,0,0,0,12.60815822,73083.0,0,1,1255.927752,1067.218891,494.0967053,,,221.8798918,,223,11
42101033102,4145,1726,0,1,1,16.81626188,50347.0,0,1,1986.503626,910.9999995,621.0000071,,,328.8642602,,306,17
42101033200,2741,1000,0,0,0,7.23495702,81705.0,0,0,27.6585924,52.35254246,30.24949843,,,5.88693171,,79,7
42101033300,4244,1684,0,0,1,14.58817454,70982.0,0,0,52.88380057,20.46934859,37.35046077,,,12.17870796,,325,19
42101033400,4734,1921,0,0,1,23.55233853,58101.0,0,0,,,,,,,,324,16
42101033500,3680,1388,0,1,1,29.07699665,49212.0,0,1,285.187306,142.9043611,72.16633413,,,67.6404594,,414,29
42101033600,6866,2848,0,1,1,14.84641638,55442.0,0,1,1879.23129,738.7849346,461.7948244,,,250.0957489,,490,17
42101033701,5128,2291,0,1,1,17.66475645,45625.0,0,1,485.0440068,121.4367758,111.9628696,,,70.2532856,,515,22
42101033702,5175,1992,0,1,1,8.696521391,57874.0,0,1,634.7348007,336.8601008,282.2969219,,,90.26326242,,266,13
42101033800,6040,2533,0,1,1,14.46675444,66165.0,0,1,1152.39763,530.5931758,695.6717939,,,98.32861561,,192,7
42101033900,2924,1243,0,0,0,19.9219922,76106.0,0,1,168.3348146,135.8367019,98.81098163,,,46.61134179,,235,18
42101034000,2872,1072,0,0,0,10.17653167,94107.0,0,1,423.8629826,500.3013882,408.9562962,3.843680024,2.879311532,22.95101512,0.157699153,30,2
42101034100,5577,2498,0,0,0,4.738912732,95944.0,0,1,1092.796788,1139.604735,798.6541376,44.25127923,37.12089914,206.1478505,6.338282652,200,8
42101034200,3399,1580,1,1,1,12.57842844,67750.0,1,1,1064.471285,508.9999957,1242.000031,392.9491037,670.7605239,121.2169322,75.85345552,116,7
42101034400,7662,2733,0,0,0,5.777537797,95441.0,1,1,233.5214925,942.3495749,768.3875344,387.4428143,292.4197059,96.13787941,33.8006042,174,6
42101034501,3370,1827,0,0,1,24.32507654,41819.0,0,0,210.5728946,60.76283789,103.6064038,,,69.55334723,,633,34
42101034502,5285,2427,0,1,1,17.5708654,46291.0,0,1,300.4447618,168.3307823,127.5151337,,,94.47252905,,567,23
42101034600,2250,1215,0,0,1,18.62348178,47583.0,0,0,108.0421436,74.73607898,13.91469102,,,18.06906557,,310,25
42101034701,6399,2465,0,1,1,10.08134805,68214.0,0,1,857.0348754,549.1115644,292.4710922,,,120.3999704,,387,15
42101034702,3807,1438,0,0,0,2.892781316,96484.0,0,1,479.6184388,610.6685944,594.9550608,,,76.23679613,,87,6
42101034801,4299,1942,0,1,1,7.311586052,61148.0,0,1,528.9216172,504.5301216,430.3885196,,,132.6583726,,264,13
42101034802,5373,2178,0,1,1,15.10043042,60875.0,0,1,682.8831481,383.5361589,300.3397766,,,98.83649946,,290,13
42101034803,4390,1731,0,0,0,5.407947331,82536.0,0,1,297.4987569,292.2931698,359.1476022,,,57.10019217,,140,8
42101034900,5543,2159,0,1,1,15.84944751,57640.0,0,1,1046.28438,563.6236743,266.5050464,,,206.2260786,,467,21
42101035100,4086,2344,0,0,0,13.65286855,73548.0,1,1,1044.560111,314.0000077,1730.000003,52.83605016,578.3445586,199.8228157,63.08459847,204,8
42101035200,4482,1758,0,0,0,6.265895954,98025.0,0,1,248.0227862,338.5492344,322.5465266,,,66.14351198,,153,8
42101035301,5300,1995,0,0,0,5.450733753,91938.0,0,0,66.54810385,91.40679739,55.44181983,,,12.69317178,,151,7
42101035302,4462,1919,0,0,1,8.378791185,65767.0,0,0,115.2319729,79.1788363,72.06771494,,,15.50767022,,196,10
42101035500,7282,2976,0,0,0,15.5802246,75750.0,0,0,57.13637924,28.25446989,21.29933609,,,12.75009595,,584,19
42101035601,5439,2432,0,0,0,10.28331584,86060.0,0,1,280.2692151,340.0918899,421.4374394,,,99.41949238,,319,13
42101035602,3617,1279,0,0,0,0.887163848,92533.0,1,1,272.7193642,738.9999975,555.9999982,230.8519065,136.3514714,39.52535629,9.584866061,39,3
42101035701,4745,1932,0,1,1,21.74352751,43516.0,0,1,2142.739124,887.8000144,517.6842067,,,470.491035,,515,26
42101035702,4405,1752,1,1,1,25.33013205,40795.0,1,1,2398.108148,927.9999863,528.9999884,256.4077898,150.0706445,514.2350593,149.1561389,457,26
42101035800,5948,2290,0,0,0,8.095781072,73229.0,0,1,985.2227032,521.2744869,472.9223674,,,129.3779181,,294,12
42101035900,5309,2210,0,0,0,10.47867711,80380.0,0,1,529.2895509,454.1328876,377.0714626,,,190.2261876,,496,22
42101036000,3201,1157,0,0,0,12.08677686,91250.0,0,0,106.4695855,39.62146389,305.6961267,,,26.09563576,,366,31
42101036100,4083,1530,0,0,0,18.47399411,72750.0,0,1,1162.131684,869.0035344,421.6372567,,,281.7260277,,292,19
42101036201,4744,1973,0,0,0,4.590860786,82143.0,0,1,164.1298496,155.5761966,157.953563,,,53.40213839,,241,12
42101036202,6138,2349,0,0,0,6.726533379,72632.0,0,1,266.5583311,415.2460164,270.0066465,,,96.58766566,,348,14
42101036203,5129,1880,0,0,0,2.848163426,92625.0,0,1,350.7658637,402.8329766,343.7749318,,,44.63001294,,117,6
42101036301,3695,1341,0,0,0,14.33095804,71801.0,0,1,778.5326089,636.7114865,411.988951,,,101.8729541,,132,9
42101036302,3543,1265,1,1,1,5.960264901,65661.0,1,1,1027.745729,858.5270619,371.3978792,235.555882,137.473983,260.7764523,80.86631131,289,22
42101036303,6726,2470,0,0,0,5.300837776,82848.0,1,1,1098.578786,1299.569549,953.2221923,225.7017208,154.9698067,85.3413016,16.21970703,93,3
42101036400,703,66,1,1,1,44.9689441,58750.0,1,1,366.7483337,2.999437511,326.6617742,1.735129429,270.2151897,10.10793601,9.313210869,34,51
42101036501,5562,2345,0,0,0,13.83635278,74602.0,0,1,1287.89641,753.4984844,744.0268579,38.77353609,30.00273234,292.5143567,12.60882329,342,14
42101036502,4077,1490,0,0,0,5.017667845,110476.0,1,1,577.9954069,887.0540226,614.5495369,502.8831035,356.8961007,91.20655414,56.24088309,90,6
42101036600,1643,991,0,0,0,6.709677419,141917.0,0,0,21.39379722,14.78435802,21.51777291,,,3.900610328,,38,3
42101036700,2542,1378,0,0,0,5.869957857,152277.0,0,0,,,,,,,,43,3
42101036900,6966,680,0,1,1,49.3387004,85893.0,0,1,651.6858521,43.48771858,5.944411278,,,2.659495592,,7,1
42101037200,4244,1773,0,1,1,11.31691891,67961.0,0,1,685.5183271,461.774509,663.8669331,,,214.2529933,,294,16
42101037300,5137,2362,0,0,0,4.086911536,94583.0,0,1,477.7400026,344.5833452,251.6372648,31.06316492,9.014192834,94.420197,13.01964304,211,8
42101037500,3771,1479,0,0,0,19.26530612,105694.0,1,1,1108.928607,608.8664113,335.9107342,72.00217605,42.97055208,120.7792618,25.36009769,110,7
42101037600,2986,1106,0,0,1,32.44047619,90795.0,0,0,,,,,,,,193,17
42101037700,5635,1351,0,0,1,46.20853081,45225.0,0,0,,,,,,,,449,33
42101037800,2504,1053,0,0,1,17.69731489,58534.0,0,0,145.7128636,40.03345769,24.4407615,0.0,0.0,28.31271141,0.0,307,29
42101037900,5315,2229,0,0,1,14.02317219,71544.0,0,0,1.568473831,1.996080302,0.371350668,,,0.391661862,,288,12
42101038000,2375,866,0,1,1,29.20086393,51513.0,0,1,1069.836001,493.0478811,159.1204837,,,191.8084481,,240,27
42101038100,833,289,0,0,1,33.8573156,39167.0,0,0,116.6181296,57.12587013,5.999999985,0.0,0.0,22.13634005,0.0,115,39
42101038200,2631,910,0,0,1,40.69336924,34659.0,0,0,,,,,,,,414,45
42101038300,4157,1024,0,1,1,51.24378109,22318.0,0,1,636.7558163,22.90642823,7.361078531,,,9.412059687,,447,43
42101038400,2437,976,0,0,0,5.335489086,109773.0,0,1,193.9964934,179.4362453,136.7693553,1.651853561,1.569260955,25.59953449,0.338520765,79,8
42101038500,1888,890,0,0,0,6.70487106,128542.0,0,0,67.85303095,51.5823421,48.6107807,0.0,0.78666085,2.178706997,0.022425173,21,2
42101038600,1320,572,0,0,0,3.568773234,168750.0,0,1,43.00431164,131.7163918,179.7316167,18.02967319,36.46467879,4.350377035,1.002313058,7,1
42101038700,2348,702,0,0,0,7.794871795,178125.0,1,1,213.9984023,105.2664549,267.3823257,40.73938582,68.08120015,0.0,0.0,0,0
42101038800,3718,1765,0,0,0,6.066325155,126299.0,0,0,93.77200945,70.91315901,102.232187,,,12.7367441,,112,6
42101038900,3080,1249,0,0,1,30.59290954,64514.0,0,0,57.12538385,51.00326884,1.090856761,,,0.953797162,,398,31
42101039000,8154,2629,0,0,1,38.22969188,34698.0,0,0,,,,,,,,1216,46
42101980000,601,82,0,0,0,11.23595506,,0,1,138.5423922,85.94087318,1.96058172,0.0,0.0,0.0,0.0,0,0
42101980100,74,40,0,1,1,33.33333333,,0,1,24.03712418,7.785273387,14.92301191,0.0,2.195074409,19.53103459,0.731691491,4,10
42101980200,504,65,0,0,0,19.6969697,132188.0,0,1,51.78240421,35.00000074,45.11265141,21.21157986,13.12575603,1.034264799,0.504533615,1,1
42101980300,2,1,0,0,0,0.0,,0,1,0.0,0.0,0.0,,,0.0,,0,0
42101980700,5,1,0,0,0,0.0,,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
42101980800,6,4,0,0,0,0.0,,0,1,0.0,0.0,1.745656576,,,0.0,,0,0
42101980900,30,19,0,0,0,0.0,,1,1,0.0,4.327315044,1.148061425,3.946852624,0.008289536,0.0,0.0,0,0
42101989100,7765,0,1,1,1,82.0,,1,1,6367.251024,146.000001,90.99999799,40.7114499,23.08497748,0.0,0.0,0,0
